,path,label
28,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits028.jpg,0
29,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits029.jpg,0
30,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits030.jpg,0
31,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits031.jpg,0
32,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits032.jpg,0
33,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits033.jpg,0
34,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits034.jpg,0
35,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits035.jpg,0
36,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits036.jpg,0
37,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits037.jpg,0
38,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits038.jpg,0
39,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits039.jpg,0
40,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits040.jpg,0
41,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits041.jpg,0
42,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits042.jpg,0
43,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits043.jpg,0
44,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits044.jpg,0
45,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits045.jpg,0
46,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits046.jpg,0
47,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits047.jpg,0
48,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits048.jpg,0
49,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits049.jpg,0
50,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits050.jpg,0
51,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits051.jpg,0
52,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits052.jpg,0
53,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits053.jpg,0
54,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits054.jpg,0
55,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits055.jpg,0
56,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits056.jpg,0
57,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits057.jpg,0
58,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits058.jpg,0
59,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits059.jpg,0
60,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits060.jpg,0
61,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits061.jpg,0
62,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits062.jpg,0
63,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits063.jpg,0
64,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits064.jpg,0
65,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits065.jpg,0
66,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits066.jpg,0
67,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits067.jpg,0
68,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits068.jpg,0
69,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits069.jpg,0
70,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits070.jpg,0
71,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits071.jpg,0
72,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits072.jpg,0
73,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits073.jpg,0
74,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits074.jpg,0
75,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits075.jpg,0
76,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits076.jpg,0
77,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits077.jpg,0
78,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits078.jpg,0
79,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits079.jpg,0
80,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits080.jpg,0
81,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits081.jpg,0
82,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits082.jpg,0
83,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits083.jpg,0
84,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits084.jpg,0
85,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits085.jpg,0
86,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits086.jpg,0
87,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits087.jpg,0
88,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits088.jpg,0
89,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits089.jpg,0
90,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits090.jpg,0
91,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits091.jpg,0
92,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits092.jpg,0
93,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits093.jpg,0
94,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits094.jpg,0
95,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits095.jpg,0
96,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits096.jpg,0
97,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits097.jpg,0
98,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits098.jpg,0
99,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits099.jpg,0
100,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits100.jpg,0
101,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits101.jpg,0
102,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits102.jpg,0
103,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits103.jpg,0
104,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits104.jpg,0
105,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits105.jpg,0
106,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits106.jpg,0
107,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits107.jpg,0
108,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits108.jpg,0
109,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits109.jpg,0
110,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits110.jpg,0
111,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits111.jpg,0
112,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits112.jpg,0
113,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits113.jpg,0
114,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits114.jpg,0
115,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits115.jpg,0
116,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits116.jpg,0
117,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits117.jpg,0
118,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits118.jpg,0
119,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits119.jpg,0
120,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits120.jpg,0
121,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits121.jpg,0
122,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits122.jpg,0
123,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits123.jpg,0
124,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits124.jpg,0
125,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits125.jpg,0
126,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits126.jpg,0
127,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits127.jpg,0
128,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits128.jpg,0
129,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits129.jpg,0
130,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits130.jpg,0
131,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits131.jpg,0
132,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits132.jpg,0
133,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits133.jpg,0
134,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits134.jpg,0
135,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits135.jpg,0
136,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits136.jpg,0
137,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits137.jpg,0
138,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits138.jpg,0
139,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits139.jpg,0
140,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits140.jpg,0
141,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits141.jpg,0
142,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits142.jpg,0
143,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits143.jpg,0
144,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits144.jpg,0
145,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits145.jpg,0
146,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits146.jpg,0
147,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits147.jpg,0
148,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits148.jpg,0
149,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits149.jpg,0
150,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits150.jpg,0
151,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits151.jpg,0
152,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits152.jpg,0
153,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits153.jpg,0
154,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits154.jpg,0
155,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits155.jpg,0
156,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits156.jpg,0
157,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits157.jpg,0
158,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits158.jpg,0
159,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits159.jpg,0
160,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits160.jpg,0
161,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits161.jpg,0
162,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits162.jpg,0
163,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits163.jpg,0
164,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits164.jpg,0
165,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits165.jpg,0
166,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits166.jpg,0
167,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits167.jpg,0
168,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits168.jpg,0
169,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits169.jpg,0
170,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits170.jpg,0
171,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits171.jpg,0
172,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits172.jpg,0
173,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits173.jpg,0
174,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits174.jpg,0
175,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits175.jpg,0
176,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits176.jpg,0
177,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits177.jpg,0
178,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits178.jpg,0
179,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits179.jpg,0
180,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits180.jpg,0
181,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits181.jpg,0
182,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits182.jpg,0
183,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits183.jpg,0
184,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits184.jpg,0
185,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits185.jpg,0
186,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits186.jpg,0
187,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits187.jpg,0
188,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits188.jpg,0
189,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits189.jpg,0
190,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits190.jpg,0
191,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits191.jpg,0
192,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits192.jpg,0
193,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits193.jpg,0
194,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits194.jpg,0
195,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits195.jpg,0
196,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits196.jpg,0
197,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits197.jpg,0
198,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits198.jpg,0
199,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits199.jpg,0
200,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits200.jpg,0
201,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits201.jpg,0
202,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits202.jpg,0
203,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits203.jpg,0
204,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits204.jpg,0
205,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits205.jpg,0
206,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits206.jpg,0
207,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits207.jpg,0
208,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits208.jpg,0
209,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits209.jpg,0
210,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits210.jpg,0
211,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits211.jpg,0
212,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits212.jpg,0
213,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits213.jpg,0
214,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits214.jpg,0
215,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits215.jpg,0
216,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits216.jpg,0
217,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits217.jpg,0
218,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits218.jpg,0
219,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits219.jpg,0
220,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits220.jpg,0
221,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits221.jpg,0
222,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits222.jpg,0
223,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits223.jpg,0
224,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits224.jpg,0
225,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits225.jpg,0
226,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits226.jpg,0
227,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits227.jpg,0
228,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits228.jpg,0
229,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits229.jpg,0
230,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits230.jpg,0
231,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits231.jpg,0
232,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits232.jpg,0
233,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits233.jpg,0
234,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits234.jpg,0
235,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits235.jpg,0
236,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits236.jpg,0
237,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits237.jpg,0
238,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits238.jpg,0
239,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits239.jpg,0
240,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits240.jpg,0
241,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits241.jpg,0
242,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits242.jpg,0
243,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits243.jpg,0
244,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits244.jpg,0
245,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits245.jpg,0
246,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits246.jpg,0
247,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits247.jpg,0
248,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits248.jpg,0
249,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits249.jpg,0
250,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits250.jpg,0
251,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits251.jpg,0
252,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits252.jpg,0
253,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits253.jpg,0
254,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits254.jpg,0
255,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits255.jpg,0
256,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits256.jpg,0
257,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits257.jpg,0
258,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits258.jpg,0
259,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits259.jpg,0
260,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits260.jpg,0
261,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits261.jpg,0
262,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits262.jpg,0
263,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits263.jpg,0
264,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits264.jpg,0
265,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits265.jpg,0
266,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits266.jpg,0
267,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits267.jpg,0
268,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits268.jpg,0
269,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits269.jpg,0
270,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits270.jpg,0
271,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits271.jpg,0
272,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits272.jpg,0
273,D:\Lynn\AI-for-CV\Class_material\project\projectI\Data\train\rabbits\rabbits273.jpg,0
